customer_id,Segment,Action,Coupon,Priority,Est_ROI
C000490,Standard,No Action,None,Low,Low
C000491,Standard,No Action,None,Low,Low
C000492,Champions,Early Access to Flash Sale,None,Medium,Low
C000493,Standard,No Action,None,Low,Low
C000494,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000495,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000496,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000497,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000498,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000499,Standard,No Action,None,Low,Low
C000500,Standard,No Action,None,Low,Low
C000501,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000502,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000503,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000504,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000505,Standard,No Action,None,Low,Low
C000506,Champions,Early Access to Flash Sale,None,Medium,Low
C000507,Standard,No Action,None,Low,Low
C000508,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000509,Standard,No Action,None,Low,Low
C000510,Champions,Early Access to Flash Sale,None,Medium,Low
C000511,Standard,No Action,None,Low,Low
C000512,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000513,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000514,Champions,Early Access to Flash Sale,None,Medium,Low
C000515,Standard,No Action,None,Low,Low
C000516,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000517,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000518,Standard,No Action,None,Low,Low
C000519,Standard,No Action,None,Low,Low
C000520,Champions,Early Access to Flash Sale,None,Medium,Low
C000521,Standard,No Action,None,Low,Low
C000522,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000523,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000524,Champions,Early Access to Flash Sale,None,Medium,Low
C000525,Champions,Early Access to Flash Sale,None,Medium,Low
C000526,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000527,Standard,No Action,None,Low,Low
C000528,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000529,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000530,Standard,No Action,None,Low,Low
C000531,Standard,No Action,None,Low,Low
C000532,Standard,No Action,None,Low,Low
C000533,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000534,Champions,Early Access to Flash Sale,None,Medium,Low
C000535,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000536,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000537,Standard,No Action,None,Low,Low
C000538,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000539,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000540,Champions,Early Access to Flash Sale,None,Medium,Low
C000541,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000542,Standard,No Action,None,Low,Low
C000543,Standard,No Action,None,Low,Low
C000544,Standard,No Action,None,Low,Low
C000545,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000546,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000547,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000548,Standard,No Action,None,Low,Low
C000549,Champions,Early Access to Flash Sale,None,Medium,Low
C000550,Standard,No Action,None,Low,Low
C000551,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000552,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000553,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000554,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000555,Champions,Early Access to Flash Sale,None,Medium,Low
C000556,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000557,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000558,Standard,No Action,None,Low,Low
C000559,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000560,Standard,No Action,None,Low,Low
C000561,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000562,Standard,No Action,None,Low,Low
C000563,Champions,Early Access to Flash Sale,None,Medium,Low
C000564,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000565,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000566,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000567,Standard,No Action,None,Low,Low
C000568,Standard,No Action,None,Low,Low
C000569,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000570,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000571,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000572,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000573,Standard,No Action,None,Low,Low
C000574,Standard,No Action,None,Low,Low
C000575,Standard,No Action,None,Low,Low
C000576,Standard,No Action,None,Low,Low
C000577,Standard,No Action,None,Low,Low
C000578,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000579,Standard,No Action,None,Low,Low
C000580,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000581,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000582,Standard,No Action,None,Low,Low
C000583,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000584,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000585,Standard,No Action,None,Low,Low
C000586,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000587,Champions,Early Access to Flash Sale,None,Medium,Low
C000588,Champions,Early Access to Flash Sale,None,Medium,Low
C000589,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000590,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000591,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000592,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000593,Standard,No Action,None,Low,Low
C000594,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000595,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000596,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000597,Champions,Early Access to Flash Sale,None,Medium,Low
C000598,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000599,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000600,Standard,No Action,None,Low,Low
C000601,Champions,Early Access to Flash Sale,None,Medium,Low
C000602,Standard,No Action,None,Low,Low
C000603,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000604,Standard,No Action,None,Low,Low
C000605,Champions,Early Access to Flash Sale,None,Medium,Low
C000606,Standard,No Action,None,Low,Low
C000607,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000608,Standard,No Action,None,Low,Low
C000609,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000610,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000611,Standard,No Action,None,Low,Low
C000612,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000613,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000614,Standard,No Action,None,Low,Low
C000615,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000616,Champions,Early Access to Flash Sale,None,Medium,Low
C000617,Standard,No Action,None,Low,Low
C000618,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000619,Standard,No Action,None,Low,Low
C000620,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000621,Champions,Early Access to Flash Sale,None,Medium,Low
C000622,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000623,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000624,Standard,No Action,None,Low,Low
C000625,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000626,Standard,No Action,None,Low,Low
C000627,Standard,No Action,None,Low,Low
C000628,Standard,No Action,None,Low,Low
C000629,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000630,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000631,Standard,No Action,None,Low,Low
C000632,Standard,No Action,None,Low,Low
C000633,Standard,No Action,None,Low,Low
C000634,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000635,Standard,No Action,None,Low,Low
C000636,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000637,Standard,No Action,None,Low,Low
C000638,Champions,Early Access to Flash Sale,None,Medium,Low
C000639,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000640,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000641,Standard,No Action,None,Low,Low
C000642,Standard,No Action,None,Low,Low
C000643,Champions,Early Access to Flash Sale,None,Medium,Low
C000644,Standard,No Action,None,Low,Low
C000645,Standard,No Action,None,Low,Low
C000646,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000647,Champions,Early Access to Flash Sale,None,Medium,Low
C000648,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000649,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000650,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000651,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000652,Champions,Early Access to Flash Sale,None,Medium,Low
C000653,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000654,Standard,No Action,None,Low,Low
C000655,Champions,Early Access to Flash Sale,None,Medium,Low
C000656,Standard,No Action,None,Low,Low
C000657,Standard,No Action,None,Low,Low
C000658,Standard,No Action,None,Low,Low
C000659,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000660,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000661,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000662,Standard,No Action,None,Low,Low
C000663,Standard,No Action,None,Low,Low
C000664,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000665,Champions,Early Access to Flash Sale,None,Medium,Low
C000666,Standard,No Action,None,Low,Low
C000667,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000668,Standard,No Action,None,Low,Low
C000669,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000670,Standard,No Action,None,Low,Low
C000671,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000672,Standard,No Action,None,Low,Low
C000673,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000674,Standard,No Action,None,Low,Low
C000675,Standard,No Action,None,Low,Low
C000676,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000677,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000678,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000679,Champions,Early Access to Flash Sale,None,Medium,Low
C000680,Champions,Early Access to Flash Sale,None,Medium,Low
C000681,Standard,No Action,None,Low,Low
C000682,Standard,No Action,None,Low,Low
C000683,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000684,Standard,No Action,None,Low,Low
C000685,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000686,Standard,No Action,None,Low,Low
C000687,Champions,Early Access to Flash Sale,None,Medium,Low
C000688,Standard,No Action,None,Low,Low
C000689,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000690,Standard,No Action,None,Low,Low
C000691,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000692,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000693,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000694,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000695,Standard,No Action,None,Low,Low
C000696,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000697,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000698,Standard,No Action,None,Low,Low
C000699,Champions,Early Access to Flash Sale,None,Medium,Low
C000700,Champions,Early Access to Flash Sale,None,Medium,Low
C000701,Standard,No Action,None,Low,Low
C000702,Standard,No Action,None,Low,Low
C000703,Standard,No Action,None,Low,Low
C000704,Champions,Early Access to Flash Sale,None,Medium,Low
C000705,Standard,No Action,None,Low,Low
C000706,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000707,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000708,Champions,Early Access to Flash Sale,None,Medium,Low
C000709,Standard,No Action,None,Low,Low
C000710,Standard,No Action,None,Low,Low
C000711,Standard,No Action,None,Low,Low
C000712,Standard,No Action,None,Low,Low
C000713,Standard,No Action,None,Low,Low
C000714,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000715,Standard,No Action,None,Low,Low
C000716,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000717,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000718,Standard,No Action,None,Low,Low
C000719,Standard,No Action,None,Low,Low
C000720,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000721,Standard,No Action,None,Low,Low
C000722,Champions,Early Access to Flash Sale,None,Medium,Low
C000723,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000724,Champions,Early Access to Flash Sale,None,Medium,Low
C000725,Champions,Early Access to Flash Sale,None,Medium,Low
C000726,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000727,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000728,Standard,No Action,None,Low,Low
C000729,Standard,No Action,None,Low,Low
C000730,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000731,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000732,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000733,Champions,Early Access to Flash Sale,None,Medium,Low
C000734,Standard,No Action,None,Low,Low
C000735,Standard,No Action,None,Low,Low
C000736,Standard,No Action,None,Low,Low
C000737,Standard,No Action,None,Low,Low
C000738,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000739,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000740,Standard,No Action,None,Low,Low
C000741,Standard,No Action,None,Low,Low
C000742,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000743,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000744,Standard,No Action,None,Low,Low
C000745,Champions,Early Access to Flash Sale,None,Medium,Low
C000746,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000747,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000748,Standard,No Action,None,Low,Low
C000749,Standard,No Action,None,Low,Low
C000750,Standard,No Action,None,Low,Low
C000751,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000752,Standard,No Action,None,Low,Low
C000753,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000754,Standard,No Action,None,Low,Low
C000755,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000756,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000757,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000758,Standard,No Action,None,Low,Low
C000759,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000760,Standard,No Action,None,Low,Low
C000761,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000762,Standard,No Action,None,Low,Low
C000763,Standard,No Action,None,Low,Low
C000764,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000765,Standard,No Action,None,Low,Low
C000766,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000767,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000768,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000769,Champions,Early Access to Flash Sale,None,Medium,Low
C000770,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000771,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C000772,Standard,No Action,None,Low,Low
C000773,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000774,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000775,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000776,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000777,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000778,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000779,Standard,No Action,None,Low,Low
C000780,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000781,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000782,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000783,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000784,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000785,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000786,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000787,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000788,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000789,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000790,Standard,No Action,None,Low,Low
C000791,Standard,No Action,None,Low,Low
C000792,Standard,No Action,None,Low,Low
C000793,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000794,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000795,Standard,No Action,None,Low,Low
C000796,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000797,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000798,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000799,Standard,No Action,None,Low,Low
C000800,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000801,Standard,No Action,None,Low,Low
C000802,Standard,No Action,None,Low,Low
C000803,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000804,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C000805,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000806,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C000807,Champions,Early Access to Flash Sale,None,Medium,Low
C000808,Standard,No Action,None,Low,Low
C000809,Standard,No Action,None,Low,Low
C000810,Champions,Early Access to Flash Sale,None,Medium,Low
C000811,Champions,Early Access to Flash Sale,None,Medium,Low
C000812,Standard,No Action,None,Low,Low
C000813,Standard,No Action,None,Low,Low
C000814,Standard,No Action,None,Low,Low
C000815,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
